face,component,count,rows,columns,left_to_right_order,relative_size,position,depth_or_relief,color_material,source_url,confidence
front,left mounting/control ear,1,1,1,"two USB 2.0 above four network-link indicators; Huawei logo below",full 2U,far left,separate projecting molded ear and bottom green accent,black molded plastic/white Huawei logo/lime accent,https://info.support.huawei.com/computing/tools/gallery/enterprise/intelligent-server/detail?currentProduct=38&name=RH2288+V3+Rack+Server,verified
front,3.5-inch LFF carrier faces,12,3,4,"disk positions 0-11 arranged top-to-bottom then left-to-right; no capacity-specific stickers",each about one quarter body width by one third body height,between control ears,separate shallow carrier bodies with recessed honeycomb and release-handle relief,black plastic/honeycomb/lime vertical accents,https://www.ruten.com.tw/item/22632335258685/,verified
front,right mounting/control ear,1,1,1,"fault diagnosis display; health/UID/power controls; pull label; RH2288 V3 badge",full 2U,far right,separate projecting molded ear and bottom green accent,black plastic/gray display/white RH2288 V3 text/lime accent,https://info.support.huawei.com/computing/tools/gallery/enterprise/intelligent-server/detail?currentProduct=38&name=RH2288+V3+Rack+Server,verified
front,security bezel,0,0,0,none,none,front,absent,none,source/originals/user-device-list.png,verified
rear,I/O module 2 blank PCIe covers,3,3,1,"three horizontal blank covers",large upper group,screen-left in straight rear view,separate recessed slotted covers,galvanized steel/dark rectangular perforations,https://server.zol.com.cn/726/7268120.html,verified
rear,SM211 flexible NIC,1,1,2,"GE port 1 then GE port 2",low horizontal bracket,below I/O module 2,separate recessed RJ45 ports in metal bracket,black RJ45/galvanized bracket/green LEDs,https://www.ruten.com.tw/item/22632335258685/,verified
rear,onboard PCIe slot covers,2,1,2,"slot 4 then slot 5",two narrow vertical blank covers,center-left,separate recessed perforated covers,galvanized steel/dark perforations,https://server.zol.com.cn/726/7268120.html,verified
rear,I/O module 1 blank PCIe covers,3,3,1,"three horizontal displayed cover rows",large upper group,center-right,separate recessed slotted covers,galvanized steel/dark rectangular perforations,https://server.zol.com.cn/726/7268120.html,verified
rear,management and console group,1,1,5,"USB 3.0; USB 3.0; Mgmt RJ45; VGA; DB9 serial; UID adjacent",low horizontal group,below I/O module 1,separate port recess geometry and colored plates,black/blue/teal connectors on galvanized bracket,https://www.ruten.com.tw/item/22632335258685/,verified
rear,AC power supplies,2,2,1,"PSU1 above PSU2",two vertically stacked modules,far side,separate removable PSU bodies with IEC inlet fan recess lime ejector and black cord-retainer loop,galvanized/black/lime,https://www.ruten.com.tw/item/22632335258685/,verified
rear,rear disk modules,0,0,0,none,none,rear,absent,none,https://www.ruten.com.tw/item/22632335258685/,verified
rear,rear mounting ears,0,0,0,none,none,rear,absent,none,https://server.zol.com.cn/726/7268120.html,verified
left,physical-left shell,1,1,1,"front and rear order locked from canonical coordinates",748 by 86.1 mm,left exterior,closed sheet-metal panel with stamped rail lips holes bosses and local vent pattern,galvanized steel,https://info.support.huawei.com/computing/tools/gallery/enterprise/intelligent-server/detail?currentProduct=38&name=RH2288+V3+Rack+Server,verified-from-multiple
right,physical-right shell,1,1,1,"front and rear order locked from canonical coordinates",748 by 86.1 mm,right exterior,closed sheet-metal panel with distinct two vent groups holes bosses and rail lip,galvanized steel,https://info.support.huawei.com/computing/tools/gallery/enterprise/intelligent-server/detail?currentProduct=38&name=RH2288+V3+Rack+Server,verified-from-multiple
top,cover plate,1,1,1,"front seam and factory identity labels toward front; transverse vent row; service latch near center",447 by 748 mm,top,closed cover with seam vent cutouts latch recess and fastener pattern,galvanized steel with factory labels,https://www.ruten.com.tw/item/22632335258685/,verified
top,service latch,1,1,1,"upright relative to front",small centered rectangle,top center,separate raised/recessed assembly,galvanized metal with lime accent,https://www.ruten.com.tw/item/22632335258685/,verified
bottom,controlled plain underside,1,1,1,none,447 by 748 mm,bottom,closed opaque plate preserving only side-proven edge silhouette,galvanized steel,documented-generic-bottom-fallback,controlled-fallback
