face,component,count,rows,columns,left_to_right_order,relative_size,position,depth_or_relief,color_material,source_url,confidence
front,rack ears,2,1,2,left ear; right ear,full-height narrow,outer edges,front-only protruding separate geometry,black molded/stamped metal,https://www.ebay.com/itm/387258968614,verified
front,LFF carrier assemblies,8,2,4,slots 0-3 upper; 4-7 lower,each quarter of bay field,lower 62 percent of face,recessed bay plus separate carrier and swing handle,black plastic with hex grille and silver latch,https://www.ebay.com/itm/387258968614,verified
front,control and branding block,1,1,1,Dell; buttons; VGA; LCD arrows; PowerEdge R730; pull tag,about 31 percent of body width,upper left,shallow inset panel,black plastic with white markings and blue tag,https://www.youtube.com/watch?v=CVg_X-OO9Kc,verified
front,iDRAC Direct and USB block,1,1,1,two USB ports beneath iDRAC Direct icon,about 12 percent width,upper center,shallow inset ports,black plastic and dark connectors,https://www.ebay.com/itm/387258968614,verified
front,upper ventilation grille,1,1,1,continuous square perforation,about 20 percent width,upper right-center,recessed airflow grille,black,https://www.ebay.com/itm/387258968614,verified
front,optical drive,1,1,1,Dell DVD-ROM slot,about 22 percent width,upper right,shallow recessed separate tray,black plastic,https://www.ebay.com/itm/387258968614,verified
front,Intel badge,1,1,1,Intel Xeon badge,small,right rack ear lower,flush label,blue/silver,https://www.ebay.com/itm/387258968614,verified
rear,half-height PCIe blanks,3,3,1,slots 1;2;3,small,left upper stack,recessed stamped blank geometry,galvanized steel with rectangular vents,https://www.dell.com/support/manuals/en-us/poweredge-r730/r730_ompublication/back-panel,verified
rear,full-height PCIe blanks,4,2,2,slots 4-5;6-7,large,upper middle and upper right,recessed stamped blank geometry,galvanized steel with rectangular vents,https://www.dell.com/support/manuals/en-us/poweredge-r730/r730_ompublication/back-panel,verified
rear,riser separator/latches,3,1,3,between slot groups,thin vertical,upper rear,raised rails and blue release accents,galvanized steel/blue plastic,https://www.ebay.com/itm/387258968614,verified
rear,rear carry/retention handle,1,1,1,black horizontal handle,long,lower middle-left,projecting tubular geometry,black metal,https://www.ebay.com/itm/387258968614,verified
rear,system ID controls,2,1,2,ID button; ID connector,tiny,lower far left,recessed/flush,black/silver,https://www.dell.com/support/manuals/en-us/poweredge-r730/r730_ompublication/back-panel,verified
rear,iDRAC8 Enterprise RJ45,1,1,1,iDRAC,small,lower left,recessed port with metal frame,black/green board edge,https://www.dell.com/support/manuals/en-us/poweredge-r730/r730_ompublication/back-panel,verified
rear,DB9 serial,1,1,1,serial,small,lower left-center,recessed connector,teal surround/silver pins,https://www.dell.com/support/manuals/en-us/poweredge-r730/r730_ompublication/back-panel,verified
rear,VGA,1,1,1,VGA,small,lower center-left,recessed connector,blue surround,https://www.dell.com/support/manuals/en-us/poweredge-r730/r730_ompublication/back-panel,verified
rear,USB 3.0,2,1,2,USB;USB,small,lower center-left,recessed black ports,black/silver,https://www.dell.com/support/manuals/en-us/poweredge-r730/r730_ompublication/back-panel,verified
rear,network daughter card RJ45,4,1,4,ports 1-4,medium,lower center,recessed port bank,black/silver with status lights,https://www.ebay.com/itm/387258968614,verified
rear,AC PSU modules,2,1,2,PSU1;PSU2,large,lower right,deep separate hot-swap blocks with projecting handles,galvanized/black fans/orange latches,https://www.youtube.com/watch?v=CVg_X-OO9Kc,verified
rear,PSU axial fans,2,1,2,one per PSU,medium,inside PSU rear faces,recessed fan geometry,black with green EPP 750W hub label,https://www.youtube.com/watch?v=CVg_X-OO9Kc,verified
rear,IEC AC inlets,2,1,2,one per PSU,medium,left half of each PSU,recessed C14 geometry,black with orange release tab,https://www.youtube.com/watch?v=CVg_X-OO9Kc,verified
left,side wall,1,1,1,physical left only,full body depth,body side,opaque closed sheet with upper folded lip,galvanized steel,https://www.youtube.com/watch?v=CVg_X-OO9Kc,verified-multi-reference
left,front ear,1,1,1,left ear,narrow/front only,front edge,projecting separate geometry,black,source/originals/user-row12-r730-lff.png,verified
right,side wall,1,1,1,physical right only,full body depth,body side,opaque sheet with horizontal rail seam and discrete holes/studs,galvanized steel,https://manuals.plus/asin/B08D2B1NK7,verified-multi-reference
right,rail mounting studs,3,1,3,front;middle;rear,small,mid-height,projecting circular geometry,green-tinted zinc fastener,https://manuals.plus/asin/B08D2B1NK7,verified
right,front ear,1,1,1,right ear,narrow/front only,front edge,projecting separate geometry,black,source/originals/user-row12-r730-lff.png,verified
top,system cover,1,1,1,front label strip;main lid;rear steps,full body,top,closed removable lid,galvanized sheet metal,https://www.ebay.com/itm/387258968614,verified
top,cover latch,1,1,1,central black latch,small,slightly forward of center,recessed pocket plus raised lever,black plastic/metal,https://www.ebay.com/itm/387258968614,verified
top,long stamped rib,1,1,1,left-to-right orientation across body,long,front half of main lid,shallow raised stamping,galvanized metal,https://www.ebay.com/itm/387258968614,verified
top,front instruction labels,5,1,5,regulatory;configuration;service graphics;legend;QR block,long strip,front top band,flush printing,white/black/orange factory labels,https://www.ebay.com/itm/387258968614,verified
top,DELL emboss,1,1,1,DELL,medium,front-left top band,stamped relief,galvanized metal,https://www.ebay.com/itm/387258968614,verified
bottom,controlled fallback sheet,1,1,1,no unsupported details,444:684 body ratio,bottom,closed opaque surface,galvanized steel matched to exact side material,source/bottom-search-log.md,bottom-fallback

