face,component,count,rows,columns,left_to_right_order,relative_size,position,depth_or_relief,color_material,source_url,confidence
front,port-side rack brackets,2,1,2,left bracket then chassis then right bracket,20.3 mm extension per side,outer edges at x +/-241.3 mm,2 mm stamped plate with two real rack through-holes each,black powder-coated steel,https://revodistribution.com/static/media/parts/CE6851-48S6Q-HI/Huawei_CE6851-48S6Q-HI_6.webp,VERIFIED
front,10GE SFP+ cages,48,2,24,"banks 1-16 then 17-32 then 33-48; odds top and evens bottom as printed",three equal banks across left and center,from device left through x about +140 mm,recessed cages with projecting silver lips,black connector interiors in silver face,"https://info.support.huawei.com/info-finder/imagelib/getImgByNames4web?package_name=CE6851-48S6Q-HI_pic.zip&picture_name=rear.png",VERIFIED
front,40GE QSFP+ cages,6,2,3,"columns 1/2 then 3/4 then 5/6",larger than SFP+ cages,device right after SFP bank 3,recessed cages with projecting lips,black interiors in silver face with yellow number strips,"https://info.support.huawei.com/info-finder/imagelib/getImgByNames4web?package_name=CE6851-48S6Q-HI_pic.zip&picture_name=rear.png",VERIFIED
front,SFP bank frames,3,1,3,1-16 then 17-32 then 33-48,each 16 ports,spanning left/center face,raised thin rectangular frame,silver metal,"https://info.support.huawei.com/info-finder/imagelib/getImgByNames4web?package_name=CE6851-48S6Q-HI_pic.zip&picture_name=rear.png",VERIFIED
front,QSFP bank frames,3,1,3,1-2 then 3-4 then 5-6,each two stacked ports,device right,raised thin rectangular frame,silver metal with yellow labels,"https://info.support.huawei.com/info-finder/imagelib/getImgByNames4web?package_name=CE6851-48S6Q-HI_pic.zip&picture_name=rear.png",VERIFIED
front,status indicators and branding group,1,1,1,"SYS; MST; ID; HUAWEI CE6851-48S6Q-HI",small baseline strip,device left under first bank,flush printing plus tiny recessed indicators,gray/black/blue text on silver,"https://info.support.huawei.com/info-finder/imagelib/getImgByNames4web?package_name=CE6851-48S6Q-HI_pic.zip&picture_name=rear.png",VERIFIED
front,breakout indicator group,1,1,1,"40GE Breakout; indicators 1 2 3 4",small baseline strip,under QSFP banks,flush printing and tiny circles,gray on silver,"https://info.support.huawei.com/info-finder/imagelib/getImgByNames4web?package_name=CE6851-48S6Q-HI_pic.zip&picture_name=rear.png",VERIFIED
front,top port-side ventilation strip,1,1,1,continuous with three internal divisions,about one-sixth chassis depth,immediately behind front face,recessed honeycomb/perforated sheet,black painted perforated steel,https://revodistribution.com/static/media/parts/CE6851-48S6Q-HI/Huawei_CE6851-48S6Q-HI_1.webp,VERIFIED
rear,PAC-600WA-B AC PSU,2,1,2,"PSU1 at source-view left; PSU2 at source-view right",each about one-fifth face width,outer power-side positions,independent hot-swap module with honeycomb recess IEC inlet latch and silver handle,black painted metal with white PAC-600WA-B marking,"https://info.support.huawei.com/info-finder/imagelib/getImgByNames4web?package_name=CE6851-48S6Q-HI_pic.zip&picture_name=front.png",VERIFIED
rear,FAN-40EA-B fan module,2,1,2,"FAN1 left of center; FAN2 right of center",each about one-fifth face width,between PSUs and center panel,independent hot-swap module with honeycomb recess and projecting silver handle,black painted metal with white FAN-40EA-B marking,"https://info.support.huawei.com/info-finder/imagelib/getImgByNames4web?package_name=CE6851-48S6Q-HI_pic.zip&picture_name=front.png",VERIFIED
